brand,model,modification,front_wheel,rear_wheel
ALFA ROMEO,147,1.9 JTDM MT,215/45R17,215/45R17
ALFA ROMEO,147,2.0 TS SELESPEED,215/45R17,215/45R17
ALFA ROMEO,159,1.9 JTDM AT,225/50R17,225/50R17
ALFA ROMEO,159,2.4 JTDM AT,225/50R17,225/50R17
ALFA ROMEO,GT,2.0 JTS SELESPEED,225/40R18,225/40R18
ASTON MARTIN,DB11,4.0 V8,255/40R20,295/35R20
ASTON MARTIN,DB11,5.2 V12,255/40R20,295/35R20
ASTON MARTIN,DB9,6.0 COUPE GT,245/35R20,295/30R20
ASTON MARTIN,DBX,4.0 4WD AUTO,285/40R22,325/35R22
ASTON MARTIN,RAPIDE,6.0 TOUCHTRONIC AUTO,245/40R20,295/35R20
ASTON MARTIN,VANQUISH,6.0 AUTO,255/35R20,305/30R20
ASTON MARTIN,VANTAGE,4.0 V8 AUTO,255/40R20,295/35R20
AUDI,A1,1.0 25 TFSI S TRONIC,185/60R15,185/60R15
AUDI,A1,1.0 30 TFSI S TRONIC S LINE SPORTBACK,195/55R16,195/55R16
AUDI,A1,1.0 30 TFSI S TRONIC SPORTBACK,185/65R15,185/65R15
AUDI,A1,1.4 30 TFSI S TRONIC,215/45R16,215/45R16
AUDI,A1,1.4 TFSI S TRONIC SPORTBACK,215/40R17,215/40R17
AUDI,A1,1.8 40 TFSI S TRONIC SPORTBACK,215/40R17,215/40R17
AUDI,A3,1.0 30 TFSI MHEV S TRONIC SPORTBACK,225/45R17,225/45R17
AUDI,A3,1.4 30 TFSI S TRONIC,205/55R16,205/55R16
AUDI,A3,1.4 35 TFSI S TRONIC SPORTBACK,225/45R17,225/45R17
AUDI,A3,1.5 35 TFSI MHEV S TRONIC SB ADVANCED,225/45R17,225/45R17
AUDI,A3,1.5 35 TFSI MHEV S TRONIC SB S-LINE,225/40R18,225/40R18
AUDI,A3,1.5 35 TFSI MHEV S TRONIC SPORTBACK,225/45R17,225/45R17
AUDI,A3,1.8 40 TFSI S TRONIC,225/45R17,225/45R17
AUDI,A3,1.8 40 TFSI S TRONIC SPORTBACK,205/55R16,205/55R16
AUDI,A3,1.8 TFSI S TRONIC,225/45R17,225/45R17
AUDI,A3,1.8 TFSI S TRONIC BLACK STYLING EDITION,225/40R18,225/40R18
AUDI,A3,2.0 35 TDI S TRONIC SPORTBACK,205/55R16,205/55R16
AUDI,A3,2.0 40 TFSI S TR. QUATTRO S-LINE SPORTB.,225/40R18,225/40R18
AUDI,A3,2.0 40 TFSI S TRONIC SPORT SPORTBACK,225/45R17,225/45R17
AUDI,A3,2.0 S3 SPORTBACK,225/40R18,225/40R18
AUDI,A3,2.0 TDI S TRONIC,205/55R16,205/55R16
AUDI,A3,2.0 TFSI S TRONIC,225/45R17,225/45R17
AUDI,A3,2.0 TFSI S TRONIC BLACK STYLING EDITION,225/40R18,225/40R18
AUDI,A3,2.5 TFSI RS3 S TRONIC QUATTRO SPORTBACK,235/35R19,235/35R19
AUDI,A4,2.0 40 TFSI MHEV S TRONIC ADVANCED,245/40R18,245/40R18
AUDI,A4,2.0 40 TFSI MHEV S TRONIC S LINE,245/40R18,245/40R18
AUDI,A4,2.9 TFSI RS4 TIPTRONIC QUATTRO AVANT,275/30R20,275/30R20
AUDI,A4,1.4 30 TFSI S TRONIC,205/60R16,205/60R16
AUDI,A4,1.8 25 TFSI MULTITRONIC URBAN,225/55R16,225/55R16
AUDI,A4,1.8 35 TFSI MULTITRONIC,225/55R16,225/55R16
AUDI,A4,1.8 T MULTITRONIC,215/55R16,215/55R16
AUDI,A4,1.8 T S-LINE,235/45R17,235/45R17
AUDI,A4,1.8 TFSI MULTITRONIC,225/55R16,225/55R16
AUDI,A4,2.0 30 TDI MULTITRONIC,225/55R16,225/55R16
AUDI,A4,2.0 40 TFSI MHEV S TRONIC,225/50R17,225/50R17
AUDI,A4,2.0 40 TFSI MHEV S TRONIC ADVANCED,245/40R18,245/40R18
AUDI,A4,2.0 40 TFSI MHEV S TRONIC S LINE,245/40R18,245/40R18
AUDI,A4,2.0 40 TFSI S TRONIC,225/50R17,225/50R17
AUDI,A4,2.0 40 TFSI S TRONIC ADVANCED,245/40R18,245/40R18
AUDI,A4,2.0 40 TFSI S TRONIC PREMIUM PLUS,225/50R17,225/50R17
AUDI,A4,2.0 40 TFSI S TRONIC S LINE,245/40R18,245/40R18
AUDI,A4,2.0 40 TFSI S TRONIC SPORT,245/40R18,225/50R18
AUDI,A4,2.0 45 TFSI MULTITRONIC,245/45R17,245/40R17
AUDI,A4,2.0 45 TFSI S TRONIC QUATTRO,245/40R18,245/40R18
AUDI,A4,2.0 45 TFSI S TRONIC QUATTRO AVANT,225/50R17,225/50R17
AUDI,A4,2.0 45 TFSI S TRONIC QUATTRO S LINE,245/40R18,245/40R18
AUDI,A4,2.0 45 TFSI S TRONIC QUATTRO SPORT,245/40R18,225/50R18
AUDI,A4,2.9 TFSI RS4 TIPTRONIC QUATTRO AVANT,275/30R20,275/30R20
AUDI,A4,3.0 TFSI S4 TIPTRONIC QUATTRO,245/35R19,245/35R19
AUDI,A4,3.2 FSI TIPTRONIC QUATTRO,245/40R18,245/40R18
AUDI,A4,4.2 FSI RS4 NOGARO SLCTION S TR QU AVANT,265/30R20,265/30R20
AUDI,A4,4.2 FSI RS4 S TRONIC QUATTRO AVANT,265/35R19,265/35R19
AUDI,A4,AVANT 1.8 T S-LINE,235/45R17,235/45R17
AUDI,A4,AVANT 2.0 TDI MULTITRONIC,215/55R16,215/55R16
AUDI,A4,AVANT 2.0 TFSI MULTITRONIC,235/45R17,235/45R17
AUDI,A4,AVANT 3.2 FSI QUATTRO,245/40R18,245/40R18
AUDI,A4 ALLROAD QUATTRO,2.0 45 TFSI S TRONIC QUATTRO,225/55R17,225/55R17
AUDI,A5,2.0 40 TFSI MHEV S TR. SPORTBACK S LI,245/40R18,245/40R18
AUDI,A5,2.0 40 TFSI MHEV S TRONIC SPORTBACK,225/50R17,225/50R17
AUDI,A5,2.0 45 TFSI MHEV S TR. Q SB S LINE,255/35R19,255/35R19
AUDI,A5,2.9 TFSI RS5 TIPTRONIC QUATTRO SPORTB,275/30R20,275/30R20
AUDI,A5,1.8 35 TFSI MULTITRONIC,225/50R17,225/50R17
AUDI,A5,1.8 TFSI MULTITRONIC,225/50R17,225/50R17
AUDI,A5,2.0 40 TFSI MHEV S TR. SPORTBACK S LINE,245/40R18,245/40R18
AUDI,A5,2.0 40 TFSI MHEV S TRONIC SPORTBACK,225/50R17,225/50R17
AUDI,A5,2.0 40 TFSI S TR. SPORTBACK S LINE,245/40R18,245/40R18
AUDI,A5,2.0 40 TFSI S TRONIC SPORT,245/40R18,245/40R18
AUDI,A5,2.0 40 TFSI S TRONIC SPORTBACK,225/50R17,225/50R17
AUDI,A5,2.0 40 TFSI S TRONIC STANDARD,245/40R18,245/40R18
AUDI,A5,2.0 45 TFSI MHEV S TR. Q SB S LINE,255/35R19,255/35R19
AUDI,A5,2.0 45 TFSI S TR. QUATTTRO SB S LINE,255/35R19,255/35R19
AUDI,A5,2.0 45 TFSI S TRONIC QUATTRO,225/50R17,225/50R17
AUDI,A5,2.0 45 TFSI S TRONIC QUATTRO SPORT,245/40R18,245/40R18
AUDI,A5,2.0 TFSI S TRONIC QUATTRO,225/50R17,225/50R17
AUDI,A5,2.9 TFSI RS5 TIPTRONIC QUATTRO,275/30R20,275/30R20
AUDI,A5,3.0 50 TFSI S TRONIC QUATTRO,245/40R18,245/40R18
AUDI,A5,3.0 TFSI S TRONIC QUATTRO,245/40R18,245/40R18
AUDI,A5,3.0 TFSI S5 S TRONIC QUATTRO,255/35R19,255/35R19
AUDI,A5,3.2 FSI S TRONIC QUATTRO SPORTBACK,245/40R18,245/40R18
AUDI,A5,4.2 FSI RS5 S TRONIC QUATTRO,265/35R19,265/35R19
AUDI,A6,2.0 40 TFSI MHEV S TRONIC,225/60R17,225/60R17
AUDI,A6,2.0 40 TFSI MHEV S TRONIC S LINE,225/55R18,225/55R18
AUDI,A6,2.0 40 TFSI MHEV S TRONIC TECHNIK,225/60R17,225/60R17
AUDI,A6,1.8 35 TFSI S TRONIC,225/55R17,225/55R17
AUDI,A6,2.0 35 TDI MULTITRONIC,225/55R17,225/55R17
AUDI,A6,2.0 35 TDI S TRONIC,225/55R17,225/55R17
AUDI,A6,2.0 35 TFSI MULTITRONIC,225/55R17,225/55R17
AUDI,A6,2.0 40 TDI S TRONIC,225/60R17,225/60R17
AUDI,A6,2.0 40 TDI S TRONIC PREMIUM,225/60R17,225/60R17
AUDI,A6,2.0 40 TFSI MHEV S TRONIC,225/60R17,225/60R17
AUDI,A6,2.0 40 TFSI MHEV S TRONIC PREMIUM,225/60R17,225/60R17
AUDI,A6,2.0 40 TFSI MHEV S TRONIC S LINE,225/55R18,225/55R18
AUDI,A6,2.0 40 TFSI MHEV S TRONIC TECHNIK,225/60R17,225/60R17
AUDI,A6,2.0 40 TFSI S TRONIC,225/55R17,225/55R17
AUDI,A6,2.0 40 TFSI S TRONIC QUATTRO,245/45R18,245/45R18
AUDI,A6,2.0 45 TFSI MHEV Q S TR. S-LINE AVANT,225/55R18,225/55R18
AUDI,A6,2.0 TDI MULTITRONIC,225/55R17,225/55R17
AUDI,A6,2.0 TFSI HYBRID TIPTRONIC,245/45R18,245/45R18
AUDI,A6,2.0 TFSI MULTITRONIC,205/60R16,205/60R16
AUDI,A6,2.4 MULTITRONIC,225/50R17,225/50R17
AUDI,A6,2.8 35 FSI MULTITRONIC,225/55R17,225/55R17
AUDI,A6,2.8 35 FSI S TRONIC QUATTRO,225/55R17,225/55R17
AUDI,A6,2.8 FSI MULTITRONIC,225/50R17,225/50R17
AUDI,A6,2.8 FSI QUATTRO S TRONIC,225/55R17,225/55R17
AUDI,A6,2.8 FSI TIPTRONIC QUATTRO,245/45R17,245/45R17
AUDI,A6,3.0 45 TDI S TRONIC QUATTRO,245/45R18,245/45R18
AUDI,A6,3.0 50 TFSI S TRONIC QUATTRO,245/45R18,245/45R18
AUDI,A6,3.0 TDI QUATTRO S TRONIC,245/45R18,245/45R18
AUDI,A6,3.0 TDI TIPTRONIC QUATTRO,245/45R17,245/45R17
AUDI,A6,3.0 TFSI QUATTRO S TRONIC,245/45R18,245/45R18
AUDI,A6,3.2 FSI MULTITRONIC,245/40R18,245/40R18
AUDI,A6,4.0 RS6 MHEV TIPTRONIC QUATTRO AVANT,285/30R22,285/30R22
AUDI,A6,4.0 RS6 TIPTRONIC QUATTRO AVANT,285/30R22,285/30R22
AUDI,A6,4.0 TFSI QUATTRO S TRONIC,255/40R19,255/40R19
AUDI,A6,4.0 TFSI RS6 TIPTRONIC QUATTRO AVANT,285/30R21,285/30R21
AUDI,A6,4.0 TFSI S6 QUATTRO S TRONIC AVANT,255/40R19,255/40R19
AUDI,A7,2.0 45 TFSI S TRONIC QUATTRO SPORTBACK,245/45R19,245/45R19
AUDI,A7,3.0 50 TFSI S TRONIC QUATTRO SPORTBACK,255/40R19,255/40R19
AUDI,A7,3.0 TFSI QUATTRO S TRONIC SPORTBACK,255/40R19,255/40R19
AUDI,A7,4.0 RS7 TIPTRONIC QUATTRO SPORTBACK,285/30R22,285/30R22
AUDI,A7,4.0 TFSI S7 QUATTRO S TRONIC SPORTBACK,255/40R19,255/40R19
AUDI,A8,3.0 55 TFSI MHEV TIPTRONIC QUATTRO,265/40R20,265/40R20
AUDI,A8,3.0 55 TFSI TIP. QUATTRO PREMIUM LWB,255/45R19,255/45R19
AUDI,A8,4.0 60 TFSI TIPTRONIC QUATTRO LWB,255/45R19,255/45R19
AUDI,A8,4.0 S8 TFSI TIPTRONIC QUATTRO,265/40R20,265/40R20
AUDI,A8,4.0 TFSI TIPTRONIC QUATTRO LWB,255/45R19,255/45R19
AUDI,E-TRON,BEV 95KWH 55 QUATTRO ADVANCED AUTO,255/50R20,255/50R20
AUDI,E-TRON,BEV 95KWH 55 QUATTRO S LINE AUTO,255/50R20,255/50R20
AUDI,E-TRON,BEV 95KWH S QUATTRO AUTO,285/45R20,285/45R20
AUDI,E-TRON,71KWH 50 QUATTRO S LINE AUTO,255/50R20,255/50R20
AUDI,E-TRON,95KWH 55 QUATTRO ADVANCED AUTO,255/50R20,255/50R20
AUDI,E-TRON,95KWH 55 QUATTRO S LINE AUTO,255/50R20,255/50R20
AUDI,E-TRON,BEV 71KWH 50 QUATTRO S LINE AUTO,255/50R20,255/50R20
AUDI,E-TRON,BEV 95KWH 55 QUATTRO ADVANCED AUTO,255/50R20,255/50R20
AUDI,E-TRON,BEV 95KWH 55 QUATTRO S LINE AUTO,255/50R20,255/50R20
AUDI,E-TRON GT,BEV 93KWH QUATTRO,245/45R20,285/40R20
AUDI,E-TRON SPORTBACK,BEV 95KWH 55 QUATTRO S LINE AUTO,265/45R21,265/45R21
AUDI,E-TRON SPORTBACK,71KWH 50 QUATTRO S LINE AUTO,265/45R21,265/45R21
AUDI,E-TRON SPORTBACK,95KWH 55 QUATTRO S LINE AUTO,265/45R21,265/45R21
AUDI,Q2,1.5 35 TFSI S TRONIC,215/55R17,215/55R17
AUDI,Q2,2.0 SQ2 TFSI S TRONIC QUATTRO,235/40R19,235/40R19
AUDI,Q2,1.4 35 TFSI S TRONIC,205/60R16,205/60R16
AUDI,Q2,1.4 35 TFSI S TRONIC LUXURY,215/55R17,215/55R17
AUDI,Q2,1.4 35 TFSI S TRONIC PREMIUM,215/55R17,215/55R17
AUDI,Q2,1.4 35 TFSI S TRONIC SPORT,215/55R17,215/55R17
AUDI,Q2,1.5 35 TFSI S TRONIC,215/55R17,215/55R17
AUDI,Q2,1.5 35 TFSI S TRONIC ADVANCED,215/55R17,215/55R17
AUDI,Q2,1.5 35 TFSI S TRONIC EDITION ONE,215/50R18,215/50R18
AUDI,Q2,1.5 35 TFSI S TRONIC PREMIUM,215/55R17,215/55R17
AUDI,Q2,1.5 35 TFSI S TRONIC S LINE,215/55R17,215/55R17
AUDI,Q2,1.5 35 TFSI S TRONIC TECHNIK,215/55R17,215/55R17
AUDI,Q2,2.0 SQ2 TFSI S TRONIC QUATTRO,235/40R19,235/40R19
AUDI,Q3,1.5 35 TFSI MHEV S TRONIC,215/65R17,215/65R17
AUDI,Q3,1.5 35 TFSI MHEV S TRONIC ADVANCED,235/55R18,235/55R18
AUDI,Q3,1.4 30 TFSI S TRONIC,235/55R17,235/55R17
AUDI,Q3,1.5 35 TFSI MHEV S TRONIC,215/65R17,215/65R17
AUDI,Q3,1.5 35 TFSI MHEV S TRONIC ADVANCED,235/55R18,235/55R18
AUDI,Q3,1.5 35 TFSI S TRONIC,215/65R17,215/65R17
AUDI,Q3,1.5 35 TFSI S TRONIC ADVANCED,235/55R18,235/55R18
AUDI,Q3,2.0 35 TDI S TRONIC QUATTRO,235/55R17,235/55R17
AUDI,Q3,2.0 35 TDI S TRONIC QUATTRO SPORT,235/55R17,235/55R17
AUDI,Q3,2.0 35 TFSI S TRONIC QUATTRO,235/55R17,235/55R17
AUDI,Q3,2.0 40 TFSI S TRONIC QUATTRO S LINE,235/55R18,235/55R18
AUDI,Q3,2.0 TDI S TRONIC QUATTRO,235/55R17,235/55R17
AUDI,Q3,2.0 TFSI S TRONIC QUATTRO,235/55R17,235/55R17
AUDI,Q3,2.5 TFSI RS Q3 S TRONIC QUATTRO,235/50R18,235/50R18
AUDI,Q3 SPORTBACK,1.5 35 TFSI MHEV S TRONIC,215/65R17,215/65R17
AUDI,Q3 SPORTBACK,2.0 40 TFSI S TRONIC QUATTRO S LINE,235/55R18,235/55R18
AUDI,Q3 SPORTBACK,1.5 35 TFSI MHEV S TRONIC S LINE,235/55R18,235/55R18
AUDI,Q3 SPORTBACK,1.5 35 TFSI S TRONIC,215/65R17,215/65R17
AUDI,Q3 SPORTBACK,1.5 35 TFSI S TRONIC S LINE,235/55R18,235/55R18
AUDI,Q3 SPORTBACK,2.0 40 TFSI S TRONIC QUATTRO S LINE,235/55R18,235/55R18
AUDI,Q5,2.0 40 TFSI MHEV S TRONIC Q ADVANCED,235/60R18,235/60R18
AUDI,Q5,2.0 40 TFSI MHEV S TRONIC QUATTRO,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI MHEV S TRONIC QUATTRO,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI MHEV S TRONIC QUATTRO S LINE,235/55R19,235/55R19
AUDI,Q5,2.0 35 TDI S TRONIC QUATTRO,235/60R18,235/60R18
AUDI,Q5,2.0 35 TDI S TRONIC QUATTRO PREMIUM,235/60R18,235/60R18
AUDI,Q5,2.0 35 TDI S TRONIC QUATTRO SPORT,235/55R19,235/55R19
AUDI,Q5,2.0 40 HYBRID TIPTRONIC QUATTRO,235/55R19,235/55R19
AUDI,Q5,2.0 40 TFSI MHEV S TRONIC Q ADVANCED,235/60R18,235/60R18
AUDI,Q5,2.0 40 TFSI MHEV S TRONIC QUATTRO,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI MHEV S TRONIC Q ADVANCED,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI MHEV S TRONIC Q EDITION ONE,235/55R19,235/55R19
AUDI,Q5,2.0 45 TFSI MHEV S TRONIC QUATTRO,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI MHEV S TRONIC QUATTRO S LINE,235/55R19,235/55R19
AUDI,Q5,2.0 45 TFSI S TRONIC QUATTRO,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI S TRONIC QUATTRO ACTIVE PLUS,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI S TRONIC QUATTRO PREM PLUS,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI S TRONIC QUATTRO PREMIUM,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI S TRONIC QUATTRO S LINE,235/60R18,235/60R18
AUDI,Q5,2.0 45 TFSI S TRONIC QUATTRO SPORT,235/55R19,235/55R19
AUDI,Q5,2.0 TDI S TRONIC QUATTRO,235/65R17,235/65R17
AUDI,Q5,2.0 TFSI HYBRID TIPTRONIC QUATTRO,235/55R19,235/55R19
AUDI,Q5,2.0 TFSI S TRONIC QUATTRO,235/60R18,235/60R18
AUDI,Q5,3.0 45 TDI S TRONIC QUATTRO,235/55R19,235/55R19
AUDI,Q5,3.0 TFSI SQ5 TIPTRONIC QUATTRO,255/45R20,255/45R20
AUDI,Q5 SPORTBACK,2.0 40 TFSI MHEV S TRONIC Q ADVANCED,235/60R18,235/60R18
AUDI,Q5 SPORTBACK,2.0 40 TFSI MHEV S TRONIC QUATTRO S LINE,235/55R19,235/55R19
AUDI,Q5 SPORTBACK,2.0 45 TFSI MHEV S TRONIC Q ADVANCED,235/60R18,235/60R18
AUDI,Q5 SPORTBACK,2.0 45 TFSI MHEV S TRONIC QUATTRO S LINE,235/55R19,235/55R19
AUDI,Q5 SPORTBACK,2.0 40 TFSI MHEV S TRONIC Q ADVANCED,235/60R18,235/60R18
AUDI,Q5 SPORTBACK,2.0 40 TFSI MHEV S TRONIC QUATTRO S LINE,235/55R19,235/55R19
AUDI,Q5 SPORTBACK,2.0 45 TFSI MHEV S TRONIC Q ADVANCED,235/60R18,235/60R18
AUDI,Q5 SPORTBACK,2.0 45 TFSI MHEV S TRONIC Q EDITION ONE,255/45R20,255/45R20
AUDI,Q5 SPORTBACK,2.0 45 TFSI MHEV S TRONIC QUATTRO S LINE,235/55R19,235/55R19
AUDI,Q7,3.0 55 TFSI QUATTRO TIPTRONIC 7STR,285/45R20,285/45R20
AUDI,Q7,2.0 40 TFSI QUATTRO TIP. LUXURY 7STR,255/55R19,255/55R19
AUDI,Q7,2.0 40 TFSI QUATTRO TIPTRONIC,235/65R18,235/65R18
AUDI,Q7,2.0 40 TFSI QUATTRO TIPTRONIC LUXURY,255/55R19,255/55R19
AUDI,Q7,2.0 45 TFSI QUATTRO TIP. PREMIUM 7STR,255/55R19,255/55R19
AUDI,Q7,2.0 45 TFSI QUATTRO TIP. S LINE 7STR,285/45R20,285/45R20
AUDI,Q7,2.0 45 TFSI QUATTRO TIPTRONIC 7STR,235/65R18,235/65R18
AUDI,Q7,3.0 35 TDI TIPTRONIC QUATTRO,265/50R19,265/50R19
AUDI,Q7,3.0 35 TFSI TIPTRONIC QUATTRO,265/50R19,265/50R19
AUDI,Q7,3.0 45 TDI MHEV Q TIP. TECHNIK 7STR,255/55R19,255/55R19
AUDI,Q7,3.0 45 TDI MHEV QUATTRO TIPTRONIC,235/65R18,235/65R18
AUDI,Q7,3.0 45 TDI QUATTRO TIPTRONIC,255/55R19,255/55R19
AUDI,Q7,3.0 45 TFSI QUATTRO TIPTRONIC,255/55R19,255/55R19
AUDI,Q7,3.0 45 TFSI QUATTRO TIPTRONIC 7STR,285/45R20,285/45R20
AUDI,Q7,3.0 50 TDI QUATTRO TIPTRONIC 7STR,285/45R20,285/45R20
AUDI,Q7,3.0 55 TFSI QUATTRO TIPTRONIC 7STR,285/45R20,285/45R20
AUDI,Q7,4.0 SQ7 TFSI QUATTRO TIPTRONIC,285/40R21,285/40R21
AUDI,Q8,3.0 55 TFSI QUATTRO TIPTRONIC S LINE,285/45R21,285/45R21
AUDI,Q8,4.0 RS Q8 TFSI MHEV QUATTRO TIPTRONIC,295/35R23,295/35R23
AUDI,R8,5.2 FSI PERFORMANCE S TRONIC QUATTRO,245/30R20,305/30R20
AUDI,S3,2.0 QUATTRO,225/40R18,225/40R18
AUDI,S4,3.0 TFSI S TRONIC QUATTRO,245/40R18,245/40R18
AUDI,S5,3.0 TFSI S TRONIC QUATTRO,255/35R19,255/35R19
AUDI,S6,5.2 TIPTRONIC QUATTRO,265/35R19,265/35R19
AUDI,S8,5.2 TIPTRONIC QUATTRO,265/35R20,265/35R20
AUDI,TT,2.0 45 TFSI S TRONIC QUATTRO COUPE,245/40R18,245/40R18
AUDI,TT,2.5 TFSI TT RS S TRONIC QUATTRO COUPE,255/30R20,255/30R20
AUDI,TT,2.0 45 TFSI S TRONIC QUATTRO COUPE SPORT,245/35R19,245/35R19
AUDI,TT,3.2 QUATTRO S TRONIC,245/40R18,245/40R18
BMW,I4,BEV 84KWH EDRIVE40 AUTO,245/45R18,255/45R18
BMW,I4,BEV 84KWH M50 AUTO 4WD,245/40R19,255/40R19
BMW,IX,BEV 112KWH M60 AUTO,275/40R22,275/40R22
BMW,IX,BEV 112KWH XDRIVE50 AUTO,275/40R22,275/40R22
BMW,IX,BEV 77KWH XDRIVE40 AUTO,255/50R21,255/50R21
BMW,SERIES 1,1.5 118I EDITION SPORT,225/45R17,225/45R17
BMW,SERIES 1,2.0 M135I XDRIVE,225/40R18,225/40R18
BMW,SERIES 1,1.5 118I NAVI EDITION,205/50R17,205/50R17
BMW,SERIES 1,1.5 118I URBAN EDITION,205/55R16,205/55R16
BMW,SERIES 1,2.0 118D,205/55R16,205/55R16
BMW,SERIES 1,2.0 120D,205/50R17,205/50R17
BMW,SERIES 1,2.0 120D SPORT LINE,225/45R17,225/45R17
BMW,SERIES 1,2.0 120I,205/55R16,205/55R16
BMW,SERIES 1,2.0 120I EDITION M,225/40R18,225/40R18
BMW,SERIES 1,2.0 125I M SPORT,225/40R18,245/35R18
BMW,SERIES 1,3.0 M140I,225/40R18,245/35R18
BMW,SERIES 2,2.0 220I M SPORT,225/45R18,255/40R18
BMW,SERIES 2,3.0 M240I XDRIVE,225/40R19,255/35R19
BMW,SERIES 2,1.5 218I GRAN COUPE M SPORT DCT,225/40R18,225/40R18
BMW,SERIES 2,1.5 218I GRAN COUPE SPORT LINE DCT,225/45R17,225/45R17
BMW,SERIES 2,2.0 220D SPORT LINE,225/45R17,225/45R17
BMW,SERIES 2,2.0 220I SPORT LINE,225/45R17,225/45R17
BMW,SERIES 2,2.0 M235I XDRIVE GRAN COUPE AUTO,225/40R18,225/40R18
BMW,SERIES 2,3.0 M2,245/35R19,265/35R19
BMW,SERIES 2,3.0 M235I,225/40R18,245/35R18
BMW,SERIES 2,3.0 M240I,225/40R18,245/35R18
BMW,SERIES 2,3.0 M240I XDRIVE,225/40R19,255/35R19
BMW,SERIES 2 ACTIVE TOURER,1.5 218I,205/60R16,205/60R16
BMW,SERIES 2 ACTIVE TOURER,2.0 218D,205/60R16,205/60R16
BMW,SERIES 2 ACTIVE TOURER,2.0 220I DCT,205/60R16,205/60R16
BMW,SERIES 2 ACTIVE TOURER,2.0 225I SPORT LINE,225/45R18,225/45R18
BMW,SERIES 2 GRAN TOURER,1.5 218I,205/55R17,205/55R17
BMW,SERIES 2 GRAN TOURER,2.0 218D,205/55R17,205/55R17
BMW,SERIES 2 GRAN TOURER,2.0 220I DCT,205/55R17,205/55R17
BMW,SERIES 2 GRAN TOURER,2.0 220I LUXURY LINE,225/45R18,225/45R18
BMW,SERIES 3,2.0 318D,205/55R16,205/55R16
BMW,SERIES 3,2.0 320D TOURING,225/45R17,225/45R17
BMW,SERIES 3,2.0 320I,205/55R16,205/55R16
BMW,SERIES 3,1.5 318I,205/60R16,205/60R16
BMW,SERIES 3,2.0 318D,205/55R16,205/55R16
BMW,SERIES 3,2.0 318D SPORT EDITION,225/45R17,225/45R17
BMW,SERIES 3,2.0 318I LUXURY,225/50R17,225/50R17
BMW,SERIES 3,2.0 320D LUXURY LINE,225/50R17,225/50R17
BMW,SERIES 3,2.0 320I,205/55R16,205/55R16
BMW,SERIES 3,2.0 320I GRAN TURISMO LUXURY LINE,225/50R18,225/50R18
BMW,SERIES 3,2.0 320I M SPORT,225/45R18,255/40R18
BMW,SERIES 3,2.0 320I M SPORT PACKAGE,225/50R17,225/50R17
BMW,SERIES 3,2.0 320I SPORT LINE,225/50R17,225/50R17
BMW,SERIES 3,2.0 320I TOURING,225/55R17,225/55R17
BMW,SERIES 3,2.0 320I TOURING M SPORT EDITION,225/45R18,255/40R18
BMW,SERIES 3,2.0 328I LUXURY LINE,225/45R18,225/45R18
BMW,SERIES 3,2.0 328I SPORT LINE,225/45R18,225/45R18
BMW,SERIES 3,2.0 330I LUXURY LINE,225/50R17,225/50R17
BMW,SERIES 3,2.0 330I M SPORT,225/45R18,255/40R18
BMW,SERIES 3,2.0 330I TOURING M SPORT,225/45R18,255/40R18
BMW,SERIES 3,3.0 330I,225/45R17,225/45R17
BMW,SERIES 3,3.0 330I PERFORMANCE EDITION,225/40R18,255/35R18
BMW,SERIES 3,3.0 340I GRAN TURISMO M SPORT,225/50R18,255/45R18
BMW,SERIES 3,3.0 340I M SPORT,225/40R19,255/35R19
BMW,SERIES 3,3.0 M3,265/30R20,285/30R20
BMW,SERIES 3,3.0 M3 COMPETITION,275/35R19,285/30R20
BMW,SERIES 3,3.0 M340I XDRIVE,225/40R19,255/35R19
BMW,SERIES 4,2.0 420I GRAN COUPE M SPORT,245/45R18,245/45R18
BMW,SERIES 4,2.0 420I GRAN COUPE LUXURY LINE,225/45R18,225/45R18
BMW,SERIES 4,2.0 420I M SPORT,225/45R18,255/40R18
BMW,SERIES 4,2.0 428I LUXURY LINE,225/45R18,225/45R18
BMW,SERIES 4,2.0 430I M SPORT,225/45R18,255/40R18
BMW,SERIES 4,3.0 435I SPORT LINE,225/40R19,255/35R19
BMW,SERIES 4,3.0 M4,265/30R20,285/30R20
BMW,SERIES 4,3.0 M4 COMPETITION M XDRIVE,275/35R19,285/30R20
BMW,SERIES 4,3.0 M440I XDRIVE,225/40R19,255/35R19
BMW,SERIES 5,2.0 520I MHEV SPORT,245/45R18,245/45R18
BMW,SERIES 5,2.0 530I MHEV LUXURY,245/45R18,245/45R18
BMW,SERIES 5,2.0 530I MHEV M SPORT,245/40R19,275/35R19
BMW,SERIES 5,2.0 520D,225/55R17,225/55R17
BMW,SERIES 5,2.0 520D LUXURY,245/45R18,245/45R18
